"","INCIDENT_NUMBER","OFFENSE_CODE","OFFENSE_CODE_GROUP","OFFENSE_DESCRIPTION","DISTRICT","REPORTING_AREA","SHOOTING","OCCURRED_ON_DATE","YEAR","MONTH","DAY_OF_WEEK","HOUR","UCR_PART","STREET","Lat","Long","Location"
"4704","I182065528",617,"Larceny","LARCENY THEFT FROM BUILDING","A15",56,"","2018-08-16 19:57:00",2018,8,"Thursday",19,"Part One","BARTLETT ST",42.37734983,-71.06195965,"(42.37734983, -71.06195965)"
"4705","I182065530",3301,"Verbal Disputes","VERBAL DISPUTE","C6",914,"","2018-08-16 19:54:00",2018,8,"Thursday",19,"Part Three","HENRY STERLING SQ",42.32648547,-71.05487817,"(42.32648547, -71.05487817)"
"4706","I182065532",3160,"Fire Related Reports","FIRE REPORT - CAR, BRUSH, ETC.","E5",668,"","2018-08-16 19:50:00",2018,8,"Thursday",19,"Part Three","BEECH ST",42.27788737,-71.13634483,"(42.27788737, -71.13634483)"
"4707","I182065515",802,"Simple Assault","ASSAULT SIMPLE - BATTERY","C6",220,"","2018-08-16 19:46:00",2018,8,"Thursday",19,"Part Two","G ST",42.33285027,-71.04417249,"(42.33285027, -71.04417249)"
"4708","I182065526",3301,"Verbal Disputes","VERBAL DISPUTE","D14",938,"","2018-08-16 19:45:00",2018,8,"Thursday",19,"Part Three","JETTE CT",42.3468275,-71.14319087,"(42.34682750, -71.14319087)"
"4709","I182065536",613,"Larceny","LARCENY SHOPLIFTING","",NA,"","2018-08-16 19:35:00",2018,8,"Thursday",19,"Part One","CAMBRIDGE",-1,-1,"(-1.00000000, -1.00000000)"
"4710","I182065517",3006,"Medical Assistance","SICK/INJURED/MEDICAL - PERSON","D4",273,"","2018-08-16 19:32:00",2018,8,"Thursday",19,"Part Three","NORTHAMPTON ST",42.33856624,-71.0807442,"(42.33856624, -71.08074420)"
"4711","I182065661",614,"Larceny From Motor Vehicle","LARCENY THEFT FROM MV - NON-ACCESSORY","E5",743,"","2018-08-16 19:30:00",2018,8,"Thursday",19,"Part One","LASELL ST",42.28685661,-71.16964021,"(42.28685661, -71.16964021)"
"4712","I182065518",3006,"Medical Assistance","SICK/INJURED/MEDICAL - PERSON","E18",541,"","2018-08-16 19:26:46",2018,8,"Thursday",19,"Part Three","RIVER ST",42.2533034,-71.12971806,"(42.25330340, -71.12971806)"
"4713","I182065527",613,"Larceny","LARCENY SHOPLIFTING","D4",142,"","2018-08-16 19:15:00",2018,8,"Thursday",19,"Part One","NEWBURY ST",42.34840576,-71.08688339,"(42.34840576, -71.08688339)"
"4714","I182065527",801,"Simple Assault","ASSAULT - SIMPLE","D4",142,"","2018-08-16 19:15:00",2018,8,"Thursday",19,"Part Two","NEWBURY ST",42.34840576,-71.08688339,"(42.34840576, -71.08688339)"
"4715","I182065504",613,"Larceny","LARCENY SHOPLIFTING","A1",94,"","2018-08-16 19:08:00",2018,8,"Thursday",19,"Part One","STATE ST",42.35942556,-71.05288819,"(42.35942556, -71.05288819)"
"4716","I182065513",616,"Larceny","LARCENY THEFT OF BICYCLE","A1",NA,"","2018-08-16 19:02:00",2018,8,"Thursday",19,"Part One","CROSS ST",NA,NA,"(0.00000000, 0.00000000)"
"4717","I182066705",3202,"Property Found","PROPERTY - LOST THEN LOCATED","E18",519,"","2018-08-16 19:00:00",2018,8,"Thursday",19,"Part Three","EVERETT ST",42.25746471,-71.12170562,"(42.25746471, -71.12170562)"
"4718","I182066293",614,"Larceny From Motor Vehicle","LARCENY THEFT FROM MV - NON-ACCESSORY","D14",774,"","2018-08-16 19:00:00",2018,8,"Thursday",19,"Part One","CHESTNUT HILL AVE",42.34082852,-71.15500372,"(42.34082852, -71.15500372)"
"4719","I182066293",1402,"Vandalism","VANDALISM","D14",774,"","2018-08-16 19:00:00",2018,8,"Thursday",19,"Part Two","CHESTNUT HILL AVE",42.34082852,-71.15500372,"(42.34082852, -71.15500372)"
"4720","I182066076",1106,"Confidence Games","FRAUD - CREDIT CARD / ATM FRAUD","D14",785,"","2018-08-16 19:00:00",2018,8,"Thursday",19,"Part Two","COMMONWEALTH AVE",42.34241352,-71.14460462,"(42.34241352, -71.14460462)"
"4721","I182065501",1849,"Drug Violation","DRUGS - POSS CLASS B - COCAINE, ETC.","D14",765,"","2018-08-16 18:58:00",2018,8,"Thursday",18,"Part Two","BOTHWELL RD",42.35297961,-71.15970379,"(42.35297961, -71.15970379)"
"4722","I182065509",1810,"Drug Violation","DRUGS - SALE / MANUFACTURING","E13",NA,"","2018-08-16 18:50:00",2018,8,"Thursday",18,"Part Two","COLUMBUS AVE",NA,NA,"(0.00000000, 0.00000000)"
"4723","I182065520",3125,"Warrant Arrests","WARRANT ARREST","D14",NA,"","2018-08-16 18:47:00",2018,8,"Thursday",18,"Part Three","",NA,NA,"(0.00000000, 0.00000000)"
"4724","I182065520",301,"Robbery","ROBBERY - STREET","D14",NA,"","2018-08-16 18:47:00",2018,8,"Thursday",18,"Part One","",NA,NA,"(0.00000000, 0.00000000)"
"4725","I182065522",3114,"Investigate Property","INVESTIGATE PROPERTY","E13",579,"","2018-08-16 18:45:00",2018,8,"Thursday",18,"Part Three","HOFFMAN ST",42.3204964,-71.10281106,"(42.32049640, -71.10281106)"
"4726","I182065496",3802,"Motor Vehicle Accident Response","M/V ACCIDENT - PROPERTY  DAMAGE","E18",503,"","2018-08-16 18:41:00",2018,8,"Thursday",18,"Part Three","AMERICAN LEGION HWY",42.28446743,-71.11183089,"(42.28446743, -71.11183089)"
"4727","I182065488",613,"Larceny","LARCENY SHOPLIFTING","D4",146,"","2018-08-16 18:41:00",2018,8,"Thursday",18,"Part One","HUNTINGTON AVE",42.3479724,-71.07849582,"(42.34797240, -71.07849582)"
"4728","I182065497",613,"Larceny","LARCENY SHOPLIFTING","D4",134,"","2018-08-16 18:40:00",2018,8,"Thursday",18,"Part One","NEWBURY ST",42.35176179,-71.07452168,"(42.35176179, -71.07452168)"
"4729","I182065508",3006,"Medical Assistance","SICK/INJURED/MEDICAL - PERSON","C11",376,"","2018-08-16 18:38:00",2018,8,"Thursday",18,"Part Three","WOODWORTH ST",42.2871382,-71.04083611,"(42.28713820, -71.04083611)"
"4730","I182065956",619,"Larceny","LARCENY ALL OTHERS","A1",95,"","2018-08-16 18:30:00",2018,8,"Thursday",18,"Part One","E INDIA ROW",42.35794791,-71.05082219,"(42.35794791, -71.05082219)"
"4731","I182065753",802,"Simple Assault","ASSAULT SIMPLE - BATTERY","D4",143,"","2018-08-16 18:30:00",2018,8,"Thursday",18,"Part Two","BOYLSTON ST",42.34862382,-71.08277637,"(42.34862382, -71.08277637)"
"4732","I182065493",3006,"Medical Assistance","SICK/INJURED/MEDICAL - PERSON","C11",332,"","2018-08-16 18:25:00",2018,8,"Thursday",18,"Part Three","GLENDALE ST",42.31298495,-71.06651479,"(42.31298495, -71.06651479)"
"4733","I182065519",1848,"Drug Violation","DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP","A7",26,"","2018-08-16 18:14:00",2018,8,"Thursday",18,"Part Two","CONDOR ST",42.38260122,-71.03930935,"(42.38260122, -71.03930935)"
"4734","I182065494",3830,"Motor Vehicle Accident Response","M/V - LEAVING SCENE - PERSONAL INJURY","C11",NA,"","2018-08-16 18:11:00",2018,8,"Thursday",18,"Part Three","BEACH ST",NA,NA,"(0.00000000, 0.00000000)"
"4735","I182065503",3006,"Medical Assistance","SICK/INJURED/MEDICAL - PERSON","C11",355,"","2018-08-16 18:07:00",2018,8,"Thursday",18,"Part Three","PARK ST",42.29878438,-71.06011998,"(42.29878438, -71.06011998)"
"4736","I182065637",617,"Larceny","LARCENY THEFT FROM BUILDING","A1",93,"","2018-08-16 18:00:00",2018,8,"Thursday",18,"Part One","STATE ST",42.35892253,-71.05635419,"(42.35892253, -71.05635419)"
"4737","I182065498",3831,"Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","B3",NA,"","2018-08-16 18:00:00",2018,8,"Thursday",18,"Part Three","BLUE HILL AVE",NA,NA,"(0.00000000, 0.00000000)"
"4738","I182065487",3820,"Motor Vehicle Accident Response","M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY","C11",342,"","2018-08-16 17:55:00",2018,8,"Thursday",17,"Part Three","HOMES AVE",42.30288397,-71.06918798,"(42.30288397, -71.06918798)"
"4739","I182065478",423,"Aggravated Assault","ASSAULT - AGGRAVATED","B2",301,"","2018-08-16 17:53:00",2018,8,"Thursday",17,"Part One","CENTRE ST",42.32719862,-71.09600551,"(42.32719862, -71.09600551)"
"4740","I182065478",802,"Simple Assault","ASSAULT SIMPLE - BATTERY","B2",301,"","2018-08-16 17:53:00",2018,8,"Thursday",17,"Part Two","CENTRE ST",42.32719862,-71.09600551,"(42.32719862, -71.09600551)"
"4741","I182065478",1402,"Vandalism","VANDALISM","B2",301,"","2018-08-16 17:53:00",2018,8,"Thursday",17,"Part Two","CENTRE ST",42.32719862,-71.09600551,"(42.32719862, -71.09600551)"
"4742","I182065820",3115,"Investigate Person","INVESTIGATE PERSON","D14",754,"","2018-08-16 17:45:00",2018,8,"Thursday",17,"Part Three","NONANTUM ST",42.34993397,-71.17187576,"(42.34993397, -71.17187576)"
"4743","I182065473",1849,"Drug Violation","DRUGS - POSS CLASS B - COCAINE, ETC.","E18",546,"","2018-08-16 17:43:00",2018,8,"Thursday",17,"Part Two","AUSTIN ST",42.26329093,-71.12564759,"(42.26329093, -71.12564759)"
"4744","I182065502",3115,"Investigate Person","INVESTIGATE PERSON","E13",574,"","2018-08-16 17:41:00",2018,8,"Thursday",17,"Part Three","CORNWALL ST",42.31238287,-71.10503015,"(42.31238287, -71.10503015)"
"4745","I182065481",3115,"Investigate Person","INVESTIGATE PERSON","B2",181,"","2018-08-16 17:35:00",2018,8,"Thursday",17,"Part Three","GEORGE ST",42.32480945,-71.07177156,"(42.32480945, -71.07177156)"
"4746","I182065475",613,"Larceny","LARCENY SHOPLIFTING","D4",134,"","2018-08-16 17:33:00",2018,8,"Thursday",17,"Part One","NEWBURY ST",42.35176179,-71.07452168,"(42.35176179, -71.07452168)"
"4747","I182065463",1843,"Drug Violation","DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP","C11",355,"","2018-08-16 17:32:00",2018,8,"Thursday",17,"Part Two","GIBSON ST",42.29755533,-71.0597091,"(42.29755533, -71.05970910)"
"4748","I182065462",1848,"Drug Violation","DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP","C11",355,"","2018-08-16 17:31:00",2018,8,"Thursday",17,"Part Two","GIBSON ST",42.29755533,-71.0597091,"(42.29755533, -71.05970910)"
"4749","I182065466",1501,"Firearm Violations","WEAPON - FIREARM - CARRYING / POSSESSING, ETC","B3",NA,"","2018-08-16 17:23:00",2018,8,"Thursday",17,"Part Two","DEERING RD",NA,NA,"(0.00000000, 0.00000000)"
"4750","I182065466",2900,"Other","VAL - VIOLATION OF AUTO LAW - OTHER","B3",NA,"","2018-08-16 17:23:00",2018,8,"Thursday",17,"Part Two","DEERING RD",NA,NA,"(0.00000000, 0.00000000)"
"4751","I182065464",1402,"Vandalism","VANDALISM","E18",520,"","2018-08-16 17:17:34",2018,8,"Thursday",17,"Part Two","HYDE PARK AVE",42.25965676,-71.12319665,"(42.25965676, -71.12319665)"
"4752","I182066026",3831,"Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","D14",766,"","2018-08-16 17:15:00",2018,8,"Thursday",17,"Part Three","FALKLAND ST",42.35442573,-71.15822281,"(42.35442573, -71.15822281)"
"4753","I182067008",1304,"Recovered Stolen Property","PROPERTY - STOLEN THEN RECOVERED","B2",312,"","2018-08-16 17:00:00",2018,8,"Thursday",17,"Part Two","HARRISHOF ST",42.31688133,-71.08874073,"(42.31688133, -71.08874073)"
"4754","I182065472",613,"Larceny","LARCENY SHOPLIFTING","D4",138,"","2018-08-16 17:00:00",2018,8,"Thursday",17,"Part One","BOYLSTON ST",42.34862382,-71.08277637,"(42.34862382, -71.08277637)"
"4755","I182065471",3006,"Medical Assistance","SICK/INJURED/MEDICAL - PERSON","E5",716,"","2018-08-16 17:00:00",2018,8,"Thursday",17,"Part Three","JOYCE KILMER RD",42.27028577,-71.16534757,"(42.27028577, -71.16534757)"
"4756","I182065476",613,"Larceny","LARCENY SHOPLIFTING","D4",146,"","2018-08-16 16:56:00",2018,8,"Thursday",16,"Part One","HUNTINGTON AVE",42.3479724,-71.07849582,"(42.34797240, -71.07849582)"
"4757","I182065477",724,"Auto Theft","AUTO THEFT","C6",199,"","2018-08-16 16:51:00",2018,8,"Thursday",16,"Part One","A ST",42.34111504,-71.05632465,"(42.34111504, -71.05632465)"
"4758","I182065458",2905,"Violations","VAL - OPERATING WITHOUT LICENSE","C11",253,"","2018-08-16 16:51:00",2018,8,"Thursday",16,"Part Two","PARK ST",42.30148623,-71.05408835,"(42.30148623, -71.05408835)"
"4759","I182065447",1402,"Vandalism","VANDALISM","A7",29,"","2018-08-16 16:46:00",2018,8,"Thursday",16,"Part Two","CHELSEA ST",42.37102581,-71.03746759,"(42.37102581, -71.03746759)"
"4760","I182065626",617,"Larceny","LARCENY THEFT FROM BUILDING","A1",65,"","2018-08-16 16:45:00",2018,8,"Thursday",16,"Part One","CAMBRIDGE ST",42.36124327,-71.06497327,"(42.36124327, -71.06497327)"
"4761","I182065456",3115,"Investigate Person","INVESTIGATE PERSON","D14",792,"","2018-08-16 16:45:00",2018,8,"Thursday",16,"Part Three","KELTON ST",42.34731413,-71.13770456,"(42.34731413, -71.13770456)"
"4762","I182065446",3831,"Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","D4",167,"","2018-08-16 16:37:00",2018,8,"Thursday",16,"Part Three","ALBANY ST",42.33785941,-71.06736986,"(42.33785941, -71.06736986)"
"4763","I182065459",3115,"Investigate Person","INVESTIGATE PERSON","E18",494,"","2018-08-16 16:30:00",2018,8,"Thursday",16,"Part Three","RIVER ST",42.25940183,-71.1173157,"(42.25940183, -71.11731570)"
"4764","I182065489",3810,"Motor Vehicle Accident Response","M/V ACCIDENT - INVOLVING  BICYCLE - INJURY","A1",109,"","2018-08-16 16:17:00",2018,8,"Thursday",16,"Part Three","HIGH ST",42.35661814,-71.05193863,"(42.35661814, -71.05193863)"
"4765","I182065454",3803,"Motor Vehicle Accident Response","M/V ACCIDENT - PERSONAL INJURY","D4",283,"","2018-08-16 16:06:10",2018,8,"Thursday",16,"Part Three","HUNTINGTON AVE",42.34044966,-71.08845935,"(42.34044966, -71.08845935)"
"4766","I182065939",1106,"Confidence Games","FRAUD - CREDIT CARD / ATM FRAUD","E13",647,"","2018-08-16 16:00:00",2018,8,"Thursday",16,"Part Two","ELM ST",42.3096093,-71.11080994,"(42.30960930, -71.11080994)"
"4767","I182065433",3114,"Investigate Property","INVESTIGATE PROPERTY","A1",61,"","2018-08-16 15:55:00",2018,8,"Thursday",15,"Part Three","FLEET CENTER PL",42.36646326,-71.06067801,"(42.36646326, -71.06067801)"
"4768","I182065432",3201,"Property Lost","PROPERTY - LOST","B3",457,"","2018-08-16 15:55:00",2018,8,"Thursday",15,"Part Three","CHARLOTTE ST",42.29944216,-71.08489748,"(42.29944216, -71.08489748)"
"4769","I182065435",3125,"Warrant Arrests","WARRANT ARREST","C6",209,"","2018-08-16 15:53:00",2018,8,"Thursday",15,"Part Three","F ST",42.33870465,-71.04551504,"(42.33870465, -71.04551504)"
"4770","I182065435",1843,"Drug Violation","DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP","C6",209,"","2018-08-16 15:53:00",2018,8,"Thursday",15,"Part Two","F ST",42.33870465,-71.04551504,"(42.33870465, -71.04551504)"
"4771","I182065435",1846,"Drug Violation","DRUGS - POSS CLASS E","C6",209,"","2018-08-16 15:53:00",2018,8,"Thursday",15,"Part Two","F ST",42.33870465,-71.04551504,"(42.33870465, -71.04551504)"
"4772","I182065444",3810,"Motor Vehicle Accident Response","M/V ACCIDENT - INVOLVING  BICYCLE - INJURY","B2",904,"","2018-08-16 15:50:00",2018,8,"Thursday",15,"Part Three","HARRISON AVE",42.32961634,-71.08232206,"(42.32961634, -71.08232206)"
"4773","I182065742",1102,"Fraud","FRAUD - FALSE PRETENSE / SCHEME","D4",273,"","2018-08-16 15:45:00",2018,8,"Thursday",15,"Part Two","CAMDEN ST",42.33744115,-71.08057671,"(42.33744115, -71.08057671)"
"4774","I182065467",2629,"Harassment","HARASSMENT","A1",81,"","2018-08-16 15:43:00",2018,8,"Thursday",15,"Part Two","MICHELANGELO ST",42.3670889,-71.05481065,"(42.36708890, -71.05481065)"
"4775","I182065436",3301,"Verbal Disputes","VERBAL DISPUTE","B3",426,"","2018-08-16 15:40:00",2018,8,"Thursday",15,"Part Three","RIVER ST",42.26956689,-71.09075049,"(42.26956689, -71.09075049)"
"4776","I182065453",3207,"Property Found","PROPERTY - FOUND","E5",719,"","2018-08-16 15:36:00",2018,8,"Thursday",15,"Part Three","SUMMER ST",42.2764171,-71.16248814,"(42.27641710, -71.16248814)"
"4777","I182065636",3115,"Investigate Person","INVESTIGATE PERSON","A1",99,"","2018-08-16 15:20:00",2018,8,"Thursday",15,"Part Three","STATE ST",42.35892253,-71.05635419,"(42.35892253, -71.05635419)"
"4778","I182065440",3801,"Motor Vehicle Accident Response","M/V ACCIDENT - OTHER","C6",NA,"","2018-08-16 15:17:00",2018,8,"Thursday",15,"Part Three","DORCHESTER ST",NA,NA,"(0.00000000, 0.00000000)"
"4779","I182065427",801,"Simple Assault","ASSAULT - SIMPLE","E13",906,"","2018-08-16 15:16:00",2018,8,"Thursday",15,"Part Two","HEATH ST",42.32624204,-71.10317575,"(42.32624204, -71.10317575)"
"4780","I182065439",3130,"Search Warrants","SEARCH WARRANT","B2",318,"","2018-08-16 15:15:00",2018,8,"Thursday",15,"Part Three","SEAVER ST",42.30878855,-71.09055618,"(42.30878855, -71.09055618)"
"4781","I182065422",1806,"Drug Violation","DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS","B2",318,"","2018-08-16 15:15:00",2018,8,"Thursday",15,"Part Two","SEAVER ST",42.30878855,-71.09055618,"(42.30878855, -71.09055618)"
"4782","I182065428",614,"Larceny From Motor Vehicle","LARCENY THEFT FROM MV - NON-ACCESSORY","C11",349,"","2018-08-16 15:11:00",2018,8,"Thursday",15,"Part One","ADAMS ST",42.30385443,-71.06087585,"(42.30385443, -71.06087585)"
"4783","I182065670",2647,"Other","THREATS TO DO BODILY HARM","C11",357,"","2018-08-16 15:08:00",2018,8,"Thursday",15,"Part Two","TONAWANDA ST",42.2985085,-71.06786956,"(42.29850850, -71.06786956)"
"4784","I182065683",1001,"Counterfeiting","FORGERY / COUNTERFEITING","E5",714,"","2018-08-16 15:00:00",2018,8,"Thursday",15,"Part Two","SALMAN ST",42.26244916,-71.16587304,"(42.26244916, -71.16587304)"
"4785","I182065507",3207,"Property Found","PROPERTY - FOUND","E13",633,"","2018-08-16 14:57:00",2018,8,"Thursday",14,"Part Three","PERKINS ST",42.32074103,-71.12171645,"(42.32074103, -71.12171645)"
"4786","I182065421",3802,"Motor Vehicle Accident Response","M/V ACCIDENT - PROPERTY  DAMAGE","C6",177,"","2018-08-16 14:57:00",2018,8,"Thursday",14,"Part Three","THEODORE A GLYNN WAY",42.33027328,-71.06959128,"(42.33027328, -71.06959128)"
"4787","I182065411",1106,"Confidence Games","FRAUD - CREDIT CARD / ATM FRAUD","C11",356,"","2018-08-16 14:54:00",2018,8,"Thursday",14,"Part Two","GENEVA AVE",42.29848866,-71.06313294,"(42.29848866, -71.06313294)"
"4788","I182065430",613,"Larceny","LARCENY SHOPLIFTING","E18",490,"","2018-08-16 14:48:00",2018,8,"Thursday",14,"Part One","AMERICAN LEGION HWY",42.27413021,-71.11674617,"(42.27413021, -71.11674617)"
"4789","I182065429",3006,"Medical Assistance","SICK/INJURED/MEDICAL - PERSON","C11",357,"","2018-08-16 14:48:00",2018,8,"Thursday",14,"Part Three","TONAWANDA ST",42.2985085,-71.06786956,"(42.29850850, -71.06786956)"
"4790","I182066013",3201,"Property Lost","PROPERTY - LOST","D14",773,"","2018-08-16 14:39:00",2018,8,"Thursday",14,"Part Three","EMBASSY RD",42.34194178,-71.15562557,"(42.34194178, -71.15562557)"
"4791","I182065484",3831,"Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","D14",795,"","2018-08-16 14:30:00",2018,8,"Thursday",14,"Part Three","BRIGHTON AVE",42.35339757,-71.1362192,"(42.35339757, -71.13621920)"
"4792","I182065395",1874,"Drug Violation","DRUGS - OTHER","B2",289,"","2018-08-16 14:13:00",2018,8,"Thursday",14,"Part Two","TREMONT ST",42.33402461,-71.09039049,"(42.33402461, -71.09039049)"
"4793","I182068716",3501,"Missing Person Reported","MISSING PERSON","C11",336,"","2018-08-16 14:00:00",2018,8,"Thursday",14,"Part Three","NORTON ST",42.30626521,-71.06864556,"(42.30626521, -71.06864556)"
"4794","I182065811",3201,"Property Lost","PROPERTY - LOST","A7",28,"","2018-08-16 14:00:00",2018,8,"Thursday",14,"Part Three","PARIS ST",42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
"4795","I182065479",3831,"Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","A1",65,"","2018-08-16 14:00:00",2018,8,"Thursday",14,"Part Three","STANIFORD ST",42.36243437,-71.0639181,"(42.36243437, -71.06391810)"
"4796","I182065437",3201,"Property Lost","PROPERTY - LOST","A7",36,"","2018-08-16 14:00:00",2018,8,"Thursday",14,"Part Three","HARBORSIDE DR",42.36252502,-71.02533782,"(42.36252502, -71.02533782)"
"4797","I182065404",3006,"Medical Assistance","SICK/INJURED/MEDICAL - PERSON","E13",641,"","2018-08-16 14:00:00",2018,8,"Thursday",14,"Part Three","CENTRE ST",42.31674811,-71.11356249,"(42.31674811, -71.11356249)"
"4798","I182065399",3115,"Investigate Person","INVESTIGATE PERSON","E18",951,"","2018-08-16 13:55:00",2018,8,"Thursday",13,"Part Three","RIVER ST",42.26361745,-71.10237387,"(42.26361745, -71.10237387)"
"4799","I182065398",3006,"Medical Assistance","SICK/INJURED/MEDICAL - PERSON","A15",58,"","2018-08-16 13:53:00",2018,8,"Thursday",13,"Part Three","PHIPPS ST",42.37688903,-71.06684611,"(42.37688903, -71.06684611)"
"4800","I182065414",3301,"Verbal Disputes","VERBAL DISPUTE","C11",345,"","2018-08-16 13:52:43",2018,8,"Thursday",13,"Part Three","HOMES AVE",42.30344073,-71.06674608,"(42.30344073, -71.06674608)"
"4801","I182065413",3115,"Investigate Person","INVESTIGATE PERSON","B2",276,"","2018-08-16 13:50:00",2018,8,"Thursday",13,"Part Three","WILLIAMS ST",42.33237733,-71.08237779,"(42.33237733, -71.08237779)"
"4802","I182065408",2660,"Other","OTHER OFFENSE","E18",520,"","2018-08-16 13:45:00",2018,8,"Thursday",13,"Part Two","HYDE PARK AVE",42.25621592,-71.12401947,"(42.25621592, -71.12401947)"
"4803","I182065409",3831,"Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","B2",NA,"","2018-08-16 13:44:00",2018,8,"Thursday",13,"Part Three","CLIFTON ST",NA,NA,"(0.00000000, 0.00000000)"
"4804","I182065382",3115,"Investigate Person","INVESTIGATE PERSON","B3",430,"","2018-08-16 13:41:00",2018,8,"Thursday",13,"Part Three","WOODROW AVE",42.28576084,-71.09030349,"(42.28576084, -71.09030349)"
"4805","I182065397",3831,"Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","C11",240,"","2018-08-16 13:40:00",2018,8,"Thursday",13,"Part Three","COLUMBIA RD",42.31959298,-71.062607,"(42.31959298, -71.06260700)"
"4806","I182065388",2007,"Restraining Order Violations","VIOL. OF RESTRAINING ORDER W NO ARREST","B3",943,"","2018-08-16 13:36:00",2018,8,"Thursday",13,"Part Two","WOODBOLE AVE",42.27626552,-71.08265043,"(42.27626552, -71.08265043)"
"4807","I182065388",520,"Residential Burglary","BURGLARY - RESIDENTIAL - FORCE","B3",943,"","2018-08-16 13:36:00",2018,8,"Thursday",13,"Part One","WOODBOLE AVE",42.27626552,-71.08265043,"(42.27626552, -71.08265043)"
"4808","I182065482",3831,"Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","E13",608,"","2018-08-16 13:30:00",2018,8,"Thursday",13,"Part Three","S HUNTINGTON AVE",42.32639844,-71.11152626,"(42.32639844, -71.11152626)"
"4809","I182065406",3115,"Investigate Person","INVESTIGATE PERSON","E18",503,"","2018-08-16 13:30:00",2018,8,"Thursday",13,"Part Three","AMERICAN LEGION HWY",42.28314714,-71.11374152,"(42.28314714, -71.11374152)"
"4810","I182065402",614,"Larceny From Motor Vehicle","LARCENY THEFT FROM MV - NON-ACCESSORY","C11",351,"","2018-08-16 13:30:00",2018,8,"Thursday",13,"Part One","ADAMS ST",42.30092795,-71.05942982,"(42.30092795, -71.05942982)"
"4811","I182065400",724,"Auto Theft","AUTO THEFT","C11",255,"","2018-08-16 13:30:00",2018,8,"Thursday",13,"Part One","DORCHESTER AVE",42.31168453,-71.05750327,"(42.31168453, -71.05750327)"
"4812","I182065400",3410,"Towed","TOWED MOTOR VEHICLE","C11",255,"","2018-08-16 13:30:00",2018,8,"Thursday",13,"Part Three","DORCHESTER AVE",42.31168453,-71.05750327,"(42.31168453, -71.05750327)"
"4813","I182065403",1402,"Vandalism","VANDALISM","B3",469,"","2018-08-16 13:25:00",2018,8,"Thursday",13,"Part Two","TENNIS RD",42.27615691,-71.09550303,"(42.27615691, -71.09550303)"
"4814","I182065412",617,"Larceny","LARCENY THEFT FROM BUILDING","B2",309,"","2018-08-16 13:19:00",2018,8,"Thursday",13,"Part One","WARREN ST",42.31993295,-71.08157395,"(42.31993295, -71.08157395)"
"4815","I182065390",3207,"Property Found","PROPERTY - FOUND","D4",170,"","2018-08-16 13:17:00",2018,8,"Thursday",13,"Part Three","E SPRINGFIELD ST",42.3360292,-71.07517847,"(42.33602920, -71.07517847)"
"4816","I182065415",3410,"Towed","TOWED MOTOR VEHICLE","D4",157,"","2018-08-16 13:13:33",2018,8,"Thursday",13,"Part Three","TREMONT ST",42.34149581,-71.07624518,"(42.34149581, -71.07624518)"
"4817","I182065389",3160,"Fire Related Reports","FIRE REPORT - CAR, BRUSH, ETC.","E18",502,"","2018-08-16 13:06:00",2018,8,"Thursday",13,"Part Three","NEPONSET AVE",42.28641131,-71.11754556,"(42.28641131, -71.11754556)"
"4818","I182065375",3201,"Property Lost","PROPERTY - LOST","B3",943,"","2018-08-16 13:03:00",2018,8,"Thursday",13,"Part Three","STANDARD ST",42.27451263,-71.08004896,"(42.27451263, -71.08004896)"
"4819","I182065441",3831,"Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","D4",133,"","2018-08-16 13:00:00",2018,8,"Thursday",13,"Part Three","BERKELEY ST",42.35205262,-71.0734441,"(42.35205262, -71.07344410)"
"4820","I182065405",3802,"Motor Vehicle Accident Response","M/V ACCIDENT - PROPERTY  DAMAGE","D14",754,"","2018-08-16 12:56:00",2018,8,"Thursday",12,"Part Three","TREMONT ST",42.35018847,-71.16949927,"(42.35018847, -71.16949927)"
"4821","I182065378",3803,"Motor Vehicle Accident Response","M/V ACCIDENT - PERSONAL INJURY","C6",NA,"","2018-08-16 12:52:00",2018,8,"Thursday",12,"Part Three","MASSACHUSETTS AVE",NA,NA,"(0.00000000, 0.00000000)"
"4822","I182065373",3207,"Property Found","PROPERTY - FOUND","E18",555,"","2018-08-16 12:50:00",2018,8,"Thursday",12,"Part Three","MANSUR ST",42.27379841,-71.12188859,"(42.27379841, -71.12188859)"
